Name,Label,k-fold,Label_enc,Duration
odiya_s01_160.wav,in-en,0,1,9
hindi_1034.wav,hi,0,0,6
hindi_1109.wav,hi,0,0,6
hindi_0065.wav,hi,0,0,6
odiya_s01_127.wav,in-en,0,1,5
telugu_s02_007.wav,in-en,0,1,4
common_voice_hi_23976078.wav,hi,0,0,4
arctic_a0214.wav,in-en,0,1,4
odiya_s01_733.wav,in-en,0,1,5
telugu_s02_438.wav,in-en,0,1,4
odiya_s01_687.wav,in-en,0,1,4
telugu_s02_063.wav,in-en,0,1,4
hindi_1141.wav,hi,0,0,7
odiya_s01_675.wav,in-en,0,1,5
telugu_s02_172.wav,in-en,0,1,5
hindi_0647.wav,hi,0,0,4
arctic_a0439.wav,in-en,0,1,4
common_voice_hi_23964498.wav,hi,0,0,6
arctic_a0125.wav,in-en,0,1,4
telugu_s02_348.wav,in-en,0,1,4
odiya_s01_431.wav,in-en,0,1,4
common_voice_hi_24026222.wav,hi,0,0,5
arctic_a0010.wav,in-en,0,1,3
hindi_0158.wav,hi,0,0,5
odiya_s01_359.wav,in-en,0,1,5
telugu_s02_079.wav,in-en,0,1,5
common_voice_hi_24026444.wav,hi,0,0,6
hindi_1119.wav,hi,0,0,6
hindi_1131.wav,hi,0,0,5
odiya_s01_299.wav,in-en,0,1,4
hindi_0040.wav,hi,0,0,6
telugu_s02_196.wav,in-en,0,1,4
hindi_1106.wav,hi,0,0,7
hindi_0471.wav,hi,0,0,5
arctic_a0201.wav,in-en,0,1,3
odiya_s01_140.wav,in-en,0,1,5
odiya_s01_300.wav,in-en,0,1,4
arctic_a0482.wav,in-en,0,1,4
odiya_s01_349.wav,in-en,0,1,5
common_voice_hi_23849295.wav,hi,0,0,5
arctic_a0078.wav,in-en,0,1,3
telugu_s02_429.wav,in-en,0,1,4
odiya_s01_397.wav,in-en,0,1,5
odiya_s01_719.wav,in-en,0,1,5
hindi_0924.wav,hi,0,0,6
arctic_a0140.wav,in-en,0,1,4
hindi_1129.wav,hi,0,0,6
hindi_0925.wav,hi,0,0,6
hindi_0447.wav,hi,0,0,5
common_voice_hi_23834328.wav,hi,0,0,4
odiya_s01_538.wav,in-en,0,1,4
hindi_0591.wav,hi,0,0,7
hindi_1019.wav,hi,0,0,5
telugu_s02_343.wav,in-en,0,1,4
telugu_s02_581.wav,in-en,0,1,5
hindi_0398.wav,hi,0,0,7
telugu_s02_399.wav,in-en,0,1,5
arctic_a0531.wav,in-en,0,1,5
odiya_s01_276.wav,in-en,0,1,5
hindi_0733.wav,hi,0,0,7
odiya_s01_014.wav,in-en,0,1,4
telugu_s02_292.wav,in-en,0,1,4
telugu_s02_147.wav,in-en,0,1,5
odiya_s01_006.wav,in-en,0,1,5
hindi_0910.wav,hi,0,0,5
hindi_0039.wav,hi,0,0,6
arctic_a0145.wav,in-en,0,1,3
arctic_a0169.wav,in-en,0,1,3
hindi_0050.wav,hi,0,0,6
telugu_s02_515.wav,in-en,0,1,4
odiya_s01_269.wav,in-en,0,1,4
arctic_a0301.wav,in-en,0,1,3
odiya_s01_148.wav,in-en,0,1,5
common_voice_hi_24026517.wav,hi,0,0,6
common_voice_hi_24026257.wav,hi,0,0,7
hindi_0886.wav,hi,0,0,7
telugu_s02_385.wav,in-en,0,1,4
odiya_s01_191.wav,in-en,0,1,5
odiya_s01_373.wav,in-en,0,1,5
odiya_s01_738.wav,in-en,0,1,5
hindi_0176.wav,hi,0,0,7
arctic_a0585.wav,in-en,0,1,3
common_voice_hi_23844542.wav,hi,0,0,4
common_voice_hi_23901986.wav,hi,0,0,4
telugu_s02_237.wav,in-en,0,1,5
telugu_s02_131.wav,in-en,0,1,4
common_voice_hi_23849313.wav,hi,0,0,5
hindi_1044.wav,hi,0,0,7
hindi_0310.wav,hi,0,0,6
telugu_s02_345.wav,in-en,0,1,5
odiya_s01_579.wav,in-en,0,1,5
arctic_a0114.wav,in-en,0,1,3
hindi_0058.wav,hi,0,0,5
hindi_0323.wav,hi,0,0,4
telugu_s02_543.wav,in-en,0,1,5
common_voice_hi_24038973.wav,hi,0,0,4
telugu_s02_682.wav,in-en,0,1,5
hindi_0004.wav,hi,0,0,7
odiya_s01_439.wav,in-en,0,1,5
telugu_s02_550.wav,in-en,0,1,5
odiya_s01_549.wav,in-en,0,1,5
odiya_s01_432.wav,in-en,0,1,5
telugu_s02_212.wav,in-en,0,1,4
hindi_0644.wav,hi,0,0,9
common_voice_hi_23828669.wav,hi,0,0,8
arctic_a0157.wav,in-en,0,1,4
arctic_a0220.wav,in-en,0,1,3
hindi_0486.wav,hi,0,0,5
arctic_a0448.wav,in-en,0,1,3
arctic_a0189.wav,in-en,0,1,4
odiya_s01_636.wav,in-en,0,1,4
odiya_s01_272.wav,in-en,0,1,4
telugu_s02_202.wav,in-en,0,1,5
common_voice_hi_23844533.wav,hi,0,0,5
hindi_0833.wav,hi,0,0,5
odiya_s01_011.wav,in-en,0,1,5
arctic_a0337.wav,in-en,0,1,5
hindi_0160.wav,hi,0,0,7
hindi_0546.wav,hi,0,0,6
hindi_1080.wav,hi,0,0,7
odiya_s01_069.wav,in-en,0,1,4
common_voice_hi_23833329.wav,hi,0,0,8
odiya_s01_133.wav,in-en,0,1,4
arctic_a0462.wav,in-en,0,1,4
hindi_0381.wav,hi,0,0,7
telugu_s02_005.wav,in-en,0,1,5
hindi_1135.wav,hi,0,0,5
arctic_a0131.wav,in-en,0,1,3
telugu_s02_126.wav,in-en,0,1,4
telugu_s02_039.wav,in-en,0,1,5
hindi_1146.wav,hi,0,0,5
telugu_s02_061.wav,in-en,0,1,4
hindi_0991.wav,hi,0,0,7
telugu_s02_244.wav,in-en,0,1,5
common_voice_hi_24028170.wav,hi,0,0,6
common_voice_hi_23964493.wav,hi,0,0,4
hindi_1051.wav,hi,0,0,6
telugu_s02_670.wav,in-en,0,1,4
odiya_s01_685.wav,in-en,0,1,5
telugu_s02_479.wav,in-en,0,1,5
arctic_a0378.wav,in-en,0,1,3
arctic_a0412.wav,in-en,0,1,3
hindi_0023.wav,hi,0,0,9
odiya_s01_658.wav,in-en,0,1,5
arctic_a0138.wav,in-en,0,1,5
hindi_0431.wav,hi,0,0,6
odiya_s01_305.wav,in-en,0,1,4
telugu_s02_052.wav,in-en,0,1,5
telugu_s02_068.wav,in-en,0,1,5
arctic_a0187.wav,in-en,0,1,3
odiya_s01_297.wav,in-en,0,1,7
odiya_s01_250.wav,in-en,0,1,5
arctic_a0411.wav,in-en,0,1,4
common_voice_hi_23844537.wav,hi,0,0,6
hindi_0885.wav,hi,0,0,5
hindi_0768.wav,hi,0,0,6
hindi_1157.wav,hi,0,0,6
common_voice_hi_23849309.wav,hi,0,0,3
hindi_0104.wav,hi,0,0,5
arctic_a0524.wav,in-en,0,1,4
common_voice_hi_23849362.wav,hi,0,0,3
common_voice_hi_23827802.wav,hi,0,0,4
telugu_s02_587.wav,in-en,0,1,5
hindi_0205.wav,hi,0,0,7
odiya_s01_129.wav,in-en,0,1,4
telugu_s02_064.wav,in-en,0,1,5
common_voice_hi_23809919.wav,hi,0,0,7
telugu_s02_228.wav,in-en,0,1,4
hindi_0855.wav,hi,0,0,6
hindi_0142.wav,hi,0,0,6
hindi_0558.wav,hi,0,0,7
hindi_0297.wav,hi,0,0,5
telugu_s02_441.wav,in-en,0,1,5
odiya_s01_561.wav,in-en,0,1,5
telugu_s02_103.wav,in-en,0,1,5
common_voice_hi_23796049.wav,hi,0,0,4
telugu_s02_316.wav,in-en,0,1,4
telugu_s02_208.wav,in-en,0,1,8
arctic_a0336.wav,in-en,0,1,4
odiya_s01_259.wav,in-en,0,1,5
hindi_0874.wav,hi,0,0,6
odiya_s01_647.wav,in-en,0,1,5
odiya_s01_249.wav,in-en,0,1,4
hindi_0216.wav,hi,0,0,6
hindi_0651.wav,hi,0,0,4
telugu_s02_268.wav,in-en,0,1,10
hindi_1082.wav,hi,0,0,8
hindi_0265.wav,hi,0,0,5
odiya_s01_118.wav,in-en,0,1,5
hindi_0998.wav,hi,0,0,6
hindi_0186.wav,hi,0,0,8
hindi_0601.wav,hi,0,0,5
telugu_s02_626.wav,in-en,0,1,4
telugu_s02_000.wav,in-en,0,1,4
common_voice_hi_23976047.wav,hi,0,0,3
common_voice_hi_24026513.wav,hi,0,0,4
telugu_s02_719.wav,in-en,0,1,4
hindi_0653.wav,hi,0,0,8
telugu_s02_448.wav,in-en,0,1,10
hindi_0430.wav,hi,0,0,6
hindi_0148.wav,hi,0,0,6
common_voice_hi_24026418.wav,hi,0,0,7
telugu_s02_564.wav,in-en,0,1,5
telugu_s02_062.wav,in-en,0,1,4
common_voice_hi_23833611.wav,hi,0,0,5
arctic_a0156.wav,in-en,0,1,3
odiya_s01_622.wav,in-en,0,1,5
telugu_s02_459.wav,in-en,0,1,4
arctic_a0050.wav,in-en,0,1,4
hindi_0203.wav,hi,0,0,6
odiya_s01_546.wav,in-en,0,1,5
telugu_s02_585.wav,in-en,0,1,4
telugu_s02_114.wav,in-en,0,1,5
common_voice_hi_23828697.wav,hi,0,0,4
hindi_0501.wav,hi,0,0,6
hindi_0129.wav,hi,0,0,6
arctic_a0549.wav,in-en,0,1,3
odiya_s01_265.wav,in-en,0,1,5
arctic_a0310.wav,in-en,0,1,3
odiya_s01_312.wav,in-en,0,1,5
hindi_0699.wav,hi,0,0,6
hindi_0128.wav,hi,0,0,7
hindi_0355.wav,hi,0,0,6
common_voice_hi_23828748.wav,hi,0,0,4
hindi_0283.wav,hi,0,0,6
odiya_s01_731.wav,in-en,0,1,5
hindi_1008.wav,hi,0,0,6
common_voice_hi_23828714.wav,hi,0,0,4
hindi_0785.wav,hi,0,0,9
hindi_0022.wav,hi,0,0,7
telugu_s02_303.wav,in-en,0,1,5
hindi_0851.wav,hi,0,0,6
hindi_0478.wav,hi,0,0,8
telugu_s02_532.wav,in-en,0,1,5
common_voice_hi_23809721.wav,hi,0,0,6
hindi_0390.wav,hi,0,0,7
hindi_0667.wav,hi,0,0,5
common_voice_hi_23976037.wav,hi,0,0,3
common_voice_hi_23964496.wav,hi,0,0,5
telugu_s02_371.wav,in-en,0,1,5
common_voice_hi_24026243.wav,hi,0,0,3
hindi_1002.wav,hi,0,0,6
common_voice_hi_24028173.wav,hi,0,0,6
hindi_0741.wav,hi,0,0,6
telugu_s02_219.wav,in-en,0,1,4
hindi_0103.wav,hi,0,0,7
odiya_s01_018.wav,in-en,0,1,5
common_voice_hi_23828750.wav,hi,0,0,3
telugu_s02_041.wav,in-en,0,1,5
common_voice_hi_23830509.wav,hi,0,0,3
hindi_1010.wav,hi,0,0,5
arctic_a0009.wav,in-en,0,1,3
common_voice_hi_24026256.wav,hi,0,0,3
hindi_0572.wav,hi,0,0,5
common_voice_hi_23964491.wav,hi,0,0,3
odiya_s01_565.wav,in-en,0,1,5
telugu_s02_314.wav,in-en,0,1,5
hindi_0705.wav,hi,0,0,6
telugu_s02_234.wav,in-en,0,1,4
telugu_s02_689.wav,in-en,0,1,4
odiya_s01_179.wav,in-en,0,1,4
hindi_0067.wav,hi,0,0,7
hindi_0013.wav,hi,0,0,5
arctic_a0096.wav,in-en,0,1,4
hindi_1184.wav,hi,0,0,4
arctic_a0063.wav,in-en,0,1,3
common_voice_hi_23839864.wav,hi,0,0,3
common_voice_hi_23847594.wav,hi,0,0,3
hindi_1167.wav,hi,0,0,5
hindi_0105.wav,hi,0,0,6
hindi_1025.wav,hi,0,0,6
hindi_0317.wav,hi,0,0,8
telugu_s02_133.wav,in-en,0,1,5
hindi_0958.wav,hi,0,0,7
telugu_s02_046.wav,in-en,0,1,5
common_voice_hi_23833612.wav,hi,0,0,3
arctic_a0525.wav,in-en,0,1,6
odiya_s01_511.wav,in-en,0,1,5
telugu_s02_194.wav,in-en,0,1,5
hindi_0354.wav,hi,0,0,7
telugu_s02_615.wav,in-en,0,1,5
common_voice_hi_23849287.wav,hi,0,0,3
arctic_a0320.wav,in-en,0,1,3
hindi_0830.wav,hi,0,0,6
hindi_1095.wav,hi,0,0,7
hindi_0262.wav,hi,0,0,6
hindi_0825.wav,hi,0,0,6
hindi_0181.wav,hi,0,0,6
odiya_s01_166.wav,in-en,0,1,5
odiya_s01_056.wav,in-en,0,1,5
telugu_s02_475.wav,in-en,0,1,5
telugu_s02_596.wav,in-en,0,1,5
telugu_s02_742.wav,in-en,0,1,5
telugu_s02_379.wav,in-en,0,1,4
hindi_0701.wav,hi,0,0,7
arctic_a0283.wav,in-en,0,1,4
odiya_s01_425.wav,in-en,0,1,4
hindi_0754.wav,hi,0,0,5
telugu_s02_266.wav,in-en,0,1,4
odiya_s01_710.wav,in-en,0,1,5
odiya_s01_365.wav,in-en,0,1,4
telugu_s02_687.wav,in-en,0,1,4
hindi_1063.wav,hi,0,0,7
telugu_s02_026.wav,in-en,0,1,5
odiya_s01_502.wav,in-en,0,1,4
common_voice_hi_23849321.wav,hi,0,0,3
hindi_0717.wav,hi,0,0,5
hindi_1058.wav,hi,0,0,5
common_voice_hi_24026318.wav,hi,0,0,6
odiya_s01_068.wav,in-en,0,1,4
odiya_s01_248.wav,in-en,0,1,5
telugu_s02_036.wav,in-en,0,1,5
odiya_s01_273.wav,in-en,0,1,5
odiya_s01_419.wav,in-en,0,1,5
hindi_1086.wav,hi,0,0,8
arctic_a0366.wav,in-en,0,1,5
common_voice_hi_23832956.wav,hi,0,0,3
hindi_0253.wav,hi,0,0,7
hindi_1149.wav,hi,0,0,5
hindi_0641.wav,hi,0,0,6
arctic_a0264.wav,in-en,0,1,3
hindi_0035.wav,hi,0,0,5
telugu_s02_287.wav,in-en,0,1,4
hindi_0782.wav,hi,0,0,7
telugu_s02_567.wav,in-en,0,1,4
telugu_s02_270.wav,in-en,0,1,4
arctic_a0395.wav,in-en,0,1,5
common_voice_hi_24016298.wav,hi,0,0,4
hindi_0773.wav,hi,0,0,8
odiya_s01_159.wav,in-en,0,1,5
common_voice_hi_24026258.wav,hi,0,0,5
odiya_s01_600.wav,in-en,0,1,5
hindi_0177.wav,hi,0,0,6
odiya_s01_176.wav,in-en,0,1,5
hindi_0912.wav,hi,0,0,6
hindi_0694.wav,hi,0,0,7
hindi_0691.wav,hi,0,0,7
arctic_a0258.wav,in-en,0,1,3
common_voice_hi_23847549.wav,hi,0,0,3
telugu_s02_608.wav,in-en,0,1,5
hindi_0337.wav,hi,0,0,7
odiya_s01_043.wav,in-en,0,1,5
odiya_s01_289.wav,in-en,0,1,5
odiya_s01_229.wav,in-en,0,1,5
telugu_s02_524.wav,in-en,0,1,5
odiya_s01_027.wav,in-en,0,1,5
telugu_s02_551.wav,in-en,0,1,4
arctic_a0153.wav,in-en,0,1,5
common_voice_hi_23830501.wav,hi,0,0,5
hindi_1161.wav,hi,0,0,6
odiya_s01_266.wav,in-en,0,1,5
telugu_s02_034.wav,in-en,0,1,5
odiya_s01_430.wav,in-en,0,1,5
arctic_a0136.wav,in-en,0,1,5
hindi_0985.wav,hi,0,0,7
hindi_0368.wav,hi,0,0,6
hindi_0485.wav,hi,0,0,6
odiya_s01_288.wav,in-en,0,1,4
common_voice_hi_24026200.wav,hi,0,0,5
hindi_1118.wav,hi,0,0,6
telugu_s02_362.wav,in-en,0,1,5
telugu_s02_636.wav,in-en,0,1,4
hindi_1123.wav,hi,0,0,6
common_voice_hi_23830783.wav,hi,0,0,7
common_voice_hi_23833316.wav,hi,0,0,3
common_voice_hi_23834327.wav,hi,0,0,5
common_voice_hi_23852773.wav,hi,0,0,3
hindi_0493.wav,hi,0,0,6
telugu_s02_478.wav,in-en,0,1,10
telugu_s02_353.wav,in-en,0,1,4
telugu_s02_306.wav,in-en,0,1,4
common_voice_hi_23827795.wav,hi,0,0,3
telugu_s02_507.wav,in-en,0,1,5
odiya_s01_412.wav,in-en,0,1,5
hindi_0120.wav,hi,0,0,10
arctic_a0267.wav,in-en,0,1,4
hindi_0508.wav,hi,0,0,7
odiya_s01_101.wav,in-en,0,1,4
telugu_s02_324.wav,in-en,0,1,5
telugu_s02_702.wav,in-en,0,1,5
hindi_0089.wav,hi,0,0,6
telugu_s02_285.wav,in-en,0,1,5
common_voice_hi_23852768.wav,hi,0,0,3
hindi_0763.wav,hi,0,0,6
common_voice_hi_24026282.wav,hi,0,0,4
hindi_1199.wav,hi,0,0,5
common_voice_hi_23937574.wav,hi,0,0,7
telugu_s02_396.wav,in-en,0,1,5
telugu_s02_422.wav,in-en,0,1,5
odiya_s01_362.wav,in-en,0,1,5
hindi_0319.wav,hi,0,0,5
odiya_s01_391.wav,in-en,0,1,5
common_voice_hi_23832954.wav,hi,0,0,3
hindi_0255.wav,hi,0,0,6
odiya_s01_660.wav,in-en,0,1,4
telugu_s02_590.wav,in-en,0,1,5
telugu_s02_412.wav,in-en,0,1,5
hindi_0272.wav,hi,0,0,6
hindi_0075.wav,hi,0,0,8
hindi_0464.wav,hi,0,0,7
odiya_s01_742.wav,in-en,0,1,4
hindi_0888.wav,hi,0,0,7
telugu_s02_087.wav,in-en,0,1,4
hindi_0315.wav,hi,0,0,5
hindi_1114.wav,hi,0,0,5
odiya_s01_482.wav,in-en,0,1,4
common_voice_hi_23852765.wav,hi,0,0,3
telugu_s02_032.wav,in-en,0,1,5
hindi_1152.wav,hi,0,0,5
hindi_0637.wav,hi,0,0,6
telugu_s02_178.wav,in-en,0,1,10
hindi_0247.wav,hi,0,0,5
telugu_s02_360.wav,in-en,0,1,4
odiya_s01_550.wav,in-en,0,1,5
common_voice_hi_23852775.wav,hi,0,0,3
arctic_a0166.wav,in-en,0,1,4
hindi_0328.wav,hi,0,0,4
telugu_s02_121.wav,in-en,0,1,4
hindi_0800.wav,hi,0,0,6
hindi_1196.wav,hi,0,0,7
arctic_a0211.wav,in-en,0,1,5
odiya_s01_390.wav,in-en,0,1,4
hindi_0780.wav,hi,0,0,6
arctic_a0250.wav,in-en,0,1,6
hindi_0384.wav,hi,0,0,6
telugu_s02_378.wav,in-en,0,1,5
telugu_s02_230.wav,in-en,0,1,5
arctic_a0571.wav,in-en,0,1,3
odiya_s01_325.wav,in-en,0,1,5
hindi_0765.wav,hi,0,0,5
hindi_0440.wav,hi,0,0,8
odiya_s01_676.wav,in-en,0,1,5
hindi_0153.wav,hi,0,0,6
hindi_0857.wav,hi,0,0,7
arctic_a0396.wav,in-en,0,1,3
telugu_s02_267.wav,in-en,0,1,5
odiya_s01_079.wav,in-en,0,1,4
telugu_s02_155.wav,in-en,0,1,5
hindi_0157.wav,hi,0,0,7
odiya_s01_552.wav,in-en,0,1,4
hindi_0240.wav,hi,0,0,5
hindi_0005.wav,hi,0,0,7
hindi_0408.wav,hi,0,0,8
odiya_s01_618.wav,in-en,0,1,4
odiya_s01_611.wav,in-en,0,1,5
hindi_0311.wav,hi,0,0,6
telugu_s02_380.wav,in-en,0,1,5
telugu_s02_167.wav,in-en,0,1,5
telugu_s02_644.wav,in-en,0,1,5
odiya_s01_479.wav,in-en,0,1,5
common_voice_hi_23830782.wav,hi,0,0,5
hindi_0373.wav,hi,0,0,6
arctic_a0077.wav,in-en,0,1,3
odiya_s01_472.wav,in-en,0,1,5
hindi_0892.wav,hi,0,0,6
telugu_s02_436.wav,in-en,0,1,5
arctic_a0014.wav,in-en,0,1,3
telugu_s02_555.wav,in-en,0,1,5
common_voice_hi_24026433.wav,hi,0,0,4
arctic_a0159.wav,in-en,0,1,4
arctic_a0103.wav,in-en,0,1,3
common_voice_hi_23830523.wav,hi,0,0,6
odiya_s01_667.wav,in-en,0,1,6
hindi_0839.wav,hi,0,0,6
common_voice_hi_23827789.wav,hi,0,0,3
common_voice_hi_23849352.wav,hi,0,0,5
odiya_s01_301.wav,in-en,0,1,5
odiya_s01_152.wav,in-en,0,1,4
odiya_s01_210.wav,in-en,0,1,4
arctic_a0171.wav,in-en,0,1,3
hindi_0436.wav,hi,0,0,6
common_voice_hi_24028188.wav,hi,0,0,7
telugu_s02_709.wav,in-en,0,1,5
odiya_s01_400.wav,in-en,0,1,4
odiya_s01_344.wav,in-en,0,1,5
hindi_0394.wav,hi,0,0,5
odiya_s01_242.wav,in-en,0,1,5
arctic_a0556.wav,in-en,0,1,4
hindi_0407.wav,hi,0,0,9
common_voice_hi_23849379.wav,hi,0,0,3
arctic_a0506.wav,in-en,0,1,3
hindi_0208.wav,hi,0,0,7
telugu_s02_225.wav,in-en,0,1,5
odiya_s01_674.wav,in-en,0,1,5
telugu_s02_370.wav,in-en,0,1,5
telugu_s02_025.wav,in-en,0,1,5
odiya_s01_187.wav,in-en,0,1,5
hindi_0135.wav,hi,0,0,6
common_voice_hi_24026304.wav,hi,0,0,4
telugu_s02_716.wav,in-en,0,1,5
arctic_a0238.wav,in-en,0,1,4
hindi_0112.wav,hi,0,0,8
common_voice_hi_23937553.wav,hi,0,0,4
hindi_1089.wav,hi,0,0,5
hindi_0204.wav,hi,0,0,6
common_voice_hi_23796043.wav,hi,0,0,9
hindi_0494.wav,hi,0,0,8
telugu_s02_028.wav,in-en,0,1,4
odiya_s01_414.wav,in-en,0,1,5
telugu_s02_071.wav,in-en,0,1,4
odiya_s01_302.wav,in-en,0,1,5
telugu_s02_286.wav,in-en,0,1,4
hindi_0756.wav,hi,0,0,5
hindi_0776.wav,hi,0,0,7
common_voice_hi_23833328.wav,hi,0,0,3
telugu_s02_739.wav,in-en,0,1,5
telugu_s02_004.wav,in-en,0,1,5
common_voice_hi_23844509.wav,hi,0,0,4
telugu_s02_130.wav,in-en,0,1,5
hindi_0042.wav,hi,0,0,6
telugu_s02_185.wav,in-en,0,1,5
hindi_0435.wav,hi,0,0,5
hindi_0126.wav,hi,0,0,7
hindi_0213.wav,hi,0,0,6
odiya_s01_202.wav,in-en,0,1,5
hindi_0056.wav,hi,0,0,7
telugu_s02_700.wav,in-en,0,1,5
telugu_s02_746.wav,in-en,0,1,5
arctic_a0485.wav,in-en,0,1,3
hindi_1181.wav,hi,0,0,5
hindi_0971.wav,hi,0,0,6
odiya_s01_094.wav,in-en,0,1,4
common_voice_hi_24026446.wav,hi,0,0,3
odiya_s01_422.wav,in-en,0,1,5
common_voice_hi_23976035.wav,hi,0,0,3
telugu_s02_060.wav,in-en,0,1,5
arctic_a0430.wav,in-en,0,1,5
hindi_1188.wav,hi,0,0,6
odiya_s01_585.wav,in-en,0,1,4
telugu_s02_392.wav,in-en,0,1,5
hindi_0207.wav,hi,0,0,8
hindi_1023.wav,hi,0,0,6
odiya_s01_308.wav,in-en,0,1,5
hindi_0235.wav,hi,0,0,5
hindi_0280.wav,hi,0,0,6
telugu_s02_086.wav,in-en,0,1,5
telugu_s02_717.wav,in-en,0,1,5
hindi_0400.wav,hi,0,0,7
common_voice_hi_23828701.wav,hi,0,0,4
hindi_0561.wav,hi,0,0,7
arctic_a0070.wav,in-en,0,1,3
hindi_0292.wav,hi,0,0,4
telugu_s02_187.wav,in-en,0,1,5
hindi_0017.wav,hi,0,0,6
hindi_0045.wav,hi,0,0,6
odiya_s01_558.wav,in-en,0,1,5
hindi_0437.wav,hi,0,0,7
arctic_a0367.wav,in-en,0,1,3
odiya_s01_034.wav,in-en,0,1,4
odiya_s01_190.wav,in-en,0,1,5
hindi_0428.wav,hi,0,0,4
arctic_a0170.wav,in-en,0,1,3
odiya_s01_668.wav,in-en,0,1,4
telugu_s02_055.wav,in-en,0,1,5
odiya_s01_415.wav,in-en,0,1,5
telugu_s02_264.wav,in-en,0,1,5
arctic_a0191.wav,in-en,0,1,3
hindi_0935.wav,hi,0,0,5
hindi_0603.wav,hi,0,0,6
odiya_s01_634.wav,in-en,0,1,5
hindi_0578.wav,hi,0,0,7
hindi_0513.wav,hi,0,0,5
hindi_0550.wav,hi,0,0,6
telugu_s02_681.wav,in-en,0,1,5
hindi_1172.wav,hi,0,0,5
hindi_0172.wav,hi,0,0,7
telugu_s02_164.wav,in-en,0,1,4
telugu_s02_514.wav,in-en,0,1,5
telugu_s02_094.wav,in-en,0,1,5
hindi_0697.wav,hi,0,0,7
telugu_s02_494.wav,in-en,0,1,5
common_voice_hi_23828700.wav,hi,0,0,4
hindi_0764.wav,hi,0,0,6
hindi_1042.wav,hi,0,0,6
telugu_s02_248.wav,in-en,0,1,4
odiya_s01_002.wav,in-en,0,1,4
hindi_0276.wav,hi,0,0,7
odiya_s01_077.wav,in-en,0,1,5
hindi_0769.wav,hi,0,0,8
hindi_0545.wav,hi,0,0,5
common_voice_hi_24026317.wav,hi,0,0,4
odiya_s01_130.wav,in-en,0,1,5
common_voice_hi_23796044.wav,hi,0,0,5
hindi_0357.wav,hi,0,0,7
hindi_0052.wav,hi,0,0,5
telugu_s02_315.wav,in-en,0,1,4
arctic_a0271.wav,in-en,0,1,3
telugu_s02_017.wav,in-en,0,1,4
odiya_s01_715.wav,in-en,0,1,5
hindi_0979.wav,hi,0,0,7
odiya_s01_256.wav,in-en,0,1,5
